branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
Senate,115,0.585,92,2018-02-07,Mr. RUBIO.,2018,think testament sort thing achiev senat put asid differ issu work togeth,I  think it is a testament to the sorts of  things we can achieve in the Senate  when we can put aside our differences  on other issues and work together on  this,I  think it is a testament to the sorts of  things we can achieve in the Senate  when we can put aside our differences  on other issues and work together on  this
,113,0.376,159,2013-03-04,Mrs. BROOKS of Indiana.,2013,rise today pay tribut ellen k,"Speaker,  I  rise today to pay tribute to Ellen K","Speaker,  I  rise today to pay tribute to Ellen K"
,104,-0.547,1189,1,Mr. BONIOR.,1996,work day help care fell ow work er serv local steward union,During her working  days she also helped care for her fell ow work ers by serving as a local steward in her union,During her working  days she also helped care for her fell ow work ers by serving as a local steward in her union
House,103,-0.35,968,20,Ms. KAPTUR.,1993,industri restructur may insur long term surviv compa nie cannot ignor signific job loss," Industry  restructuring may  insure  the long-term survival of the compa nies themselves, but we cannot ignore  the significance of the job losses"," Industry  restructuring may  insure  the long-term survival of the compa nies themselves, but we cannot ignore  the significance of the job losses"
House,94,-0.396,381,2,Mr. ADAMS.,1976,permit serv tend purpos not becom un will victim partisan polit, 5247 will be permitted to serve its in tended purpose and not become the un willing victim of partisan politics, 5247 will be permitted to serve its in tended purpose and not become the un willing victim of partisan politics
,95,0.155,938,3,Mr. EMERY.,1978,constitu ent part frustrat sometim burdensom often ridicul feder intervent especi municip affair,"Our constitu ents, for  the most part, are frustrated  over  these sometimes burdensome and  often  ridiculous Federal  interventions,  especially in municipal affairs","Our constitu ents, for  the most part, are frustrated  over  these sometimes burdensome and  often  ridiculous Federal  interventions,  especially in municipal affairs"
House,108,-0.384,75,2004-02-11,Mr. STRICKLAND.,2004,year ago, More  years ago, More  years ago
,98,0.319,938,1,Mr. CORCORAN.,1984,within month,"Within 18 months,","Within 18 months,"
House,102,0.23199999999999998,831,7,Mr. WELDON.,1991,torna kansa wild land fire cali fornia high rise fire philadelphia inner citi airlin disast across countri singl famili home fire caus loss life pro tect america domest defend er fire emerg servic pro fession,"Speaker,  torna does in Kansas, wild land fires in Cali fornia, high-rise fires  in Philadelphia  and our inner cities, airline disasters  across the country, single-family home  fires that cause the loss of life, all pro tected by America's domestic defend ers, our fire and emergency service pro fessionals","Speaker,  torna does in Kansas, wild land fires in Cali fornia, high-rise fires  in Philadelphia  and our inner cities, airline disasters  across the country, single-family home  fires that cause the loss of life, all pro tected by America's domestic defend ers, our fire and emergency service pro fessionals"
,111,-0.366,109,2010-04-20,Mr. PASCRELL.,2010,bill honor mani organ independ irish peter smith school irish danc giblin associ cryan associ shillelagh club irish american associ orang project children emerald societi fop,"Bill has been honored by  many organizations such as the Independent  Irish, the Peter Smith School of Irish Dancing,  The Giblin Association, The Cryan Association, The Shillelagh Club, The Irish American  Association of the Oranges, Project Children,  the Emerald Society,  the F.O.P","Bill has been honored by  many organizations such as the Independent  Irish, the Peter Smith School of Irish Dancing,  The Giblin Association, The Cryan Association, The Shillelagh Club, The Irish American  Association of the Oranges, Project Children,  the Emerald Society,  the F.O.P"
House,99,-0.024,1349,14,Mrs. BYRON.,1986,thought final put issu bed sever year ago came realiz peacekeep missil would number would deploy,We  had also thought that we had finally  put this issue to bed several years ago  when we came down to the realization  that 50 Peacekeeper missiles would be  the number we would deploy,We  had also thought that we had finally  put this issue to bed several years ago  when we came down to the realization  that 50 Peacekeeper missiles would be  the number we would deploy
,95,-0.336,1273,30,Mr. BONKER.,1977,two tour duti suppos,year  before his two-year tour of duty is supposed  to be over,year  before his two-year tour of duty is supposed  to be over
House,110,0.527,124,2007-04-19,Mr. WALBERG.,2007,campaign heard parti heard peopl said would," During the campaign, you heard from  both parties, you heard what people  said they would do"," During the campaign, you heard from  both parties, you heard what people  said they would do"
House,93,0.455,1195,7,Mr. GOODLING.,1974,today budget depart million,Today  the budget of  that  same department is $440 million,Today  the budget of  that  same department is $440 million
Senate,97,-0.142,1137,19,Mr. BOREN.,1981,hatch sena tor south carolina cmr,"HATCH), the Sena tor from South Carolina CMr","HATCH), the Sena tor from South Carolina CMr"
House,103,0.284,1377,13,Mr. WOLF.,1993,plan pass show much white hous congress touch," If this plan passes,  it will show how much  this White House and  Congress are out of touch"," If this plan passes,  it will show how much  this White House and  Congress are out of touch"
,109,0.21899999999999997,8,2006-12-27,Mr. STEVENS.,2006,billha solid leader parti serv peopl tennesse distinct,BILLhas been a solid leader for  our party and he has served the people  of Tennessee with distinction,BILLhas been a solid leader for  our party and he has served the people  of Tennessee with distinction
Senate,102,-0.395,327,1,Mr. LEVIN.,1992,speech courag speech thought hit target rel whether focu ing middl incom tax cut get econom doldrum, And  the  speech was  a  courageous  speech that I  thought hit  the  target  relative to whether we should be focus ing on a middle-income tax cut to get  out of our economic doldrums, And  the  speech was  a  courageous  speech that I  thought hit  the  target  relative to whether we should be focus ing on a middle-income tax cut to get  out of our economic doldrums
,114,0.593,283,2016-05-25,Mr. POE of Texas.,2016,law address common problem heard field,The law addresses the common problems we heard from  the field,The law addresses the common problems we heard from  the field
House,100,-0.578,569,2,Mr. STOKES.,1987,homeless black white asian hispan," Who are  the homeless? They are black,  white, Asian, and Hispanic"," Who are  the homeless? They are black,  white, Asian, and Hispanic"
,94,-0.465,1028,15,Mr. HATHAWAY.,1976,senat yield, Will  the Senator  yield?  , Will  the Senator  yield?  
House,97,0.34600000000000003,189,18,Mr. LEE.,1982,findley two instanc,FINDLEY in two instances,FINDLEY in two instances
,97,-0.306,473,3,Mr. RAHALL.,1982,februari,"Y., February 24, 1982","Y., February 24, 1982"
House,96,-0.564,184,6,Mr. WEISS.,1980,hospit purpos jointli committe interst foreign commerc judiciari,"hospitals, and  for other purposes;  jointly, to the Committees on Interstate and  Foreign Commerce and the Judiciary","hospitals, and  for other purposes;  jointly, to the Committees on Interstate and  Foreign Commerce and the Judiciary"
House,98,-0.402,316,13,Mr. COLEMAN of Texas.,1983,rise support hr," Speaker, I rise in support of H.R"," Speaker, I rise in support of H.R"
Senate,98,-0.313,210,1,Mr. BRADLEY.,1984,major requir procedur follow first mandatori wage withhold child support payment delin quent amount equal month support," The major required procedures are as  follows:  First, mandatory wage withholding  if child support payments are delin quent in an amount equal to 1 month's  support"," The major required procedures are as  follows:  First, mandatory wage withholding  if child support payments are delin quent in an amount equal to 1 month's  support"
,102,-0.374,1070,6,Mr. WOLPE.,1992,exhibit stand order stand never forget cuba peopl suffer, This exhibit stands in order that we under stand and  that we never forget what Cuba's  people have suffered, This exhibit stands in order that we under stand and  that we never forget what Cuba's  people have suffered
